id,verb,file_name,speaker,sentence,embedded_CP_j1,embedded_content_j1,subject_j1,embedded_CP_j2,embedded_content_j2,subject_j2,sentence_type_e,embedded_sentence_type_e,sentence_type_g,embedded_sentence_type_g,sentence_type_j3,embedded_sentence_type_j3,sentence_type_c,embedded_sentence_type_c,matrix_negation_e,matrix_negation_j1,matrix_negation_g,ma_particle_j,ma_particle_e,ma_particle_p
6262,zhidao,/Chang1/19.cha,investigator,EXP: 你知道是什么出来了吗?,2 CP,,2 second_person,2 CP,,2 second_person,NA,NA,1 polar_question,2 wh_question,1 polar_question,2 wh_question,NA,NA,0 no negation,NA,0 no negation,Yes,NA,Yes
6263,zhidao,/Chang1/20.cha,investigator,EXP: 所以你知道怎样吗?,2 CP,,2 second_person,2 CP,,2 second_person,NA,NA,1 polar_question,2 wh_question,1 polar_question,2 wh_question,NA,NA,0 no negation,NA,0 no negation,Yes,NA,Yes
6264,zhidao,/Chang1/20.cha,investigator,EXP: 你知道什么出来了吗?,2 CP,,2 second_person,2 CP,,2 second_person,NA,NA,1 polar_question,2 wh_question,1 polar_question,2 wh_question,NA,NA,0 no negation,NA,0 no negation,Yes,NA,Yes
6265,zhidao,/Chang1/20.cha,investigator,EXP: 而且你知道这龙怎样吗?,2 CP,,2 second_person,2 CP,,2 second_person,NA,NA,1 polar_question,2 wh_question,1 polar_question,2 wh_question,NA,NA,0 no negation,NA,0 no negation,Yes,NA,Yes
6267,zhidao,/Chang1/20.cha,investigator,EXP: 不知道.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,NA,NA,0 declarative,,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
6268,zhidao,/Chang1/20.cha,investigator,EXP: 我也不知道.,0 No,0 No,1 first_person,0 No,0 No,1 first_person,NA,NA,0 declarative,,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
6269,zhidao,/Chang1/21.cha,investigator,EXP: 你知道是什么出来啦?,2 CP,,2 second_person,2 CP,,2 second_person,NA,NA,1 polar_question,2 wh_question,1 polar_question,2 wh_question,NA,NA,0 no negation,NA,0 no negation,No,NA,No
6270,zhidao,/Chang1/21.cha,investigator,EXP: 而且你知道牠怎样吗?,2 CP,,2 second_person,2 CP,,2 second_person,NA,NA,1 polar_question,2 wh_question,1 polar_question,2 wh_question,NA,NA,0 no negation,NA,0 no negation,Yes,NA,Yes
6272,zhidao,/Chang1/22.cha,investigator,EXP: 所以你知道怎样吗?,2 CP,,2 second_person,2 CP,,2 second_person,NA,NA,1 polar_question,2 wh_question,1 polar_question,2 wh_question,NA,NA,0 no negation,NA,0 no negation,Yes,NA,Yes
6273,zhidao,/Chang1/22.cha,investigator,EXP: 你知道是什么出来了吗?,2 CP,,2 second_person,2 CP,,2 second_person,NA,NA,1 polar_question,2 wh_question,1 polar_question,2 wh_question,NA,NA,0 no negation,NA,0 no negation,Yes,NA,Yes
6279,zhidao,/Chang1/23.cha,investigator,EXP: 不知道.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,NA,NA,0 declarative,,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
6280,zhidao,/Chang1/23.cha,investigator,EXP: 你知道是什么出来了吗?,2 CP,,2 second_person,2 CP,,2 second_person,NA,NA,1 polar_question,2 wh_question,1 polar_question,2 wh_question,NA,NA,0 no negation,NA,0 no negation,Yes,NA,Yes
6281,zhidao,/Chang1/23.cha,investigator,EXP: 而且你知道怎样吗?,2 CP,,2 second_person,2 CP,,2 second_person,NA,NA,1 polar_question,2 wh_question,1 polar_question,2 wh_question,NA,NA,0 no negation,NA,0 no negation,Yes,NA,Yes
6283,zhidao,/Chang1/23.cha,investigator,EXP: 不知道啊.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,NA,NA,0 declarative,,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
6285,zhidao,/Chang1/24.cha,investigator,EXP: 所以你知道吗?,0 No,0 No,2 second_person,0 No,0 No,2 second_person,NA,NA,1 polar_question,,0 declarative,,NA,NA,0 no negation,NA,0 no negation,Yes,NA,Yes
6286,zhidao,/Chang1/24.cha,investigator,EXP: 然后你知道这龙怎样吗?,2 CP,,2 second_person,2 CP,,2 second_person,NA,NA,1 polar_question,2 wh_question,1 polar_question,2 wh_question,NA,NA,0 no negation,NA,0 no negation,Yes,NA,Yes
6291,zhidao,/Chang2/Anecdote/05.cha,mother,MOT: 怎么会不知道.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,NA,NA,NA,NA,3 how/why,,NA,NA,2 不,NA,2 不,No,NA,No
6293,zhidao,/Chang2/Anecdote/05.cha,mother,MOT: 嗯又不知道.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,NA,NA,NA,NA,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
6295,zhidao,/Chang2/Anecdote/05.cha,mother,MOT: 又不知道.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,NA,NA,NA,NA,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
6298,zhidao,/Chang2/Anecdote/06.cha,mother,MOT: 怎么会不知道.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,NA,NA,NA,NA,3 how/why,,NA,NA,2 不,NA,2 不,No,NA,No
6300,zhidao,/Chang2/Anecdote/06.cha,mother,MOT: 嗯又不知道.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,NA,NA,NA,NA,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
6302,zhidao,/Chang2/Anecdote/06.cha,mother,MOT: 又不知道.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,NA,NA,NA,NA,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
6311,zhidao,/Chang2/Anecdote/08.cha,mother,"MOT: 不知道叫什么名字,是不是?",2 CP,,0 dropped,2 CP,,0 dropped,NA,NA,NA,NA,4 tag_question,0 declarative,NA,NA,2 不,NA,2 不,No,NA,No
6313,zhidao,/Chang2/Anecdote/09.cha,mother,"MOT: 都不知道被你放哪里去了,是不是?",2 CP,,0 dropped,2 CP,,0 dropped,NA,NA,NA,NA,4 tag_question,0 declarative,NA,NA,2 不,NA,2 不,No,NA,No
6318,zhidao,/Chang2/Anecdote/12.cha,mother,MOT: 什么不知道.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,NA,NA,NA,NA,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
6321,zhidao,/Chang2/Anecdote/12.cha,mother,MOT: 你只会讲不知道.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,NA,NA,NA,NA,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
6323,zhidao,/Chang2/Anecdote/12.cha,mother,MOT: 你怎么会不知道.,0 No,0 No,2 second_person,0 No,0 No,2 second_person,NA,NA,NA,NA,3 how/why,,NA,NA,2 不,NA,2 不,No,NA,No
6324,zhidao,/Chang2/Anecdote/12.cha,mother,MOT: 你怎么会不知道.,0 No,0 No,2 second_person,0 No,0 No,2 second_person,NA,NA,NA,NA,3 how/why,,NA,NA,2 不,NA,2 不,No,NA,No
6327,zhidao,/Chang2/Anecdote/13.cha,mother,MOT: 你怎么知道啊?,0 No,0 No,2 second_person,0 No,0 No,2 second_person,NA,NA,NA,NA,3 how/why,,NA,NA,0 no negation,NA,0 no negation,No,NA,No
8649,zhidao,/BJCMC/0300_TB.cha,mother,MOT: 你说我也知道花钱了.,2 CP,,1 first_person,2 CP,,1 first_person,0 declarative,0 declarative,NA,NA,0 declarative,0 declarative,NA,NA,0 no negation,NA,0 no negation,No,NA,No
8650,zhidao,/BJCMC/0300_TB.cha,investigator,INV: 你不知道啊.,0 No,0 No,2 second_person,0 No,0 No,2 second_person,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
8651,zhidao,/BJCMC/0300_WW.cha,investigator,INV: 你怎么知道是犀牛?,2 CP,,2 second_person,2 CP,,2 second_person,3 how/why,0 declarative,NA,NA,3 how/why,0 declarative,NA,NA,0 no negation,NA,0 no negation,No,NA,No
8652,zhidao,/BJCMC/0300_WW.cha,investigator,INV: 你知道这是什么吗?,2 CP,,2 second_person,2 CP,,2 second_person,1 polar_question,2 wh_question,NA,NA,1 polar_question,2 wh_question,NA,NA,0 no negation,NA,0 no negation,Yes,NA,Yes
8653,zhidao,/BJCMC/0300_WW.cha,investigator,INV: 你怎么知道&=laughs?,0 No,0 No,2 second_person,0 No,0 No,2 second_person,3 how/why,,NA,NA,3 how/why,,NA,NA,0 no negation,NA,0 no negation,No,NA,No
8654,zhidao,/BJCMC/0300_YX.cha,investigator,INV: 你知道货拉拉是什么吗?,2 CP,,2 second_person,2 CP,,2 second_person,1 polar_question,2 wh_question,NA,NA,1 polar_question,2 wh_question,NA,NA,0 no negation,NA,0 no negation,Yes,NA,Yes
8655,zhidao,/BJCMC/0300_YX.cha,investigator,INV: 知道啊?,0 No,0 No,0 dropped,0 No,0 No,0 dropped,1 polar_question,,NA,NA,1 polar_question,,NA,NA,0 no negation,NA,0 no negation,No,NA,No
8656,zhidao,/BJCMC/0300_YX.cha,investigator,INV: 姐姐都不知道.,0 No,0 No,3 third/NP,0 No,0 No,3 third/NP,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
8657,zhidao,/BJCMC/0303_HH.cha,investigator,"INV: 嗯,我也不知道.",0 No,0 No,1 first_person,0 No,0 No,1 first_person,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
8658,zhidao,/BJCMC/0303_HH.cha,investigator,INV: 不知道呀.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
8659,zhidao,/BJCMC/0303_LG.cha,investigator,"INV: 不知道诶,我们看一下.",0 No,0 No,0 dropped,0 No,0 No,0 dropped,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
8660,zhidao,/BJCMC/0303_LG.cha,investigator,"INV: 嗯,不知道能不能飞呀.",2 CP,,0 dropped,2 CP,,0 dropped,0 declarative,1 polar_question,NA,NA,0 declarative,1 polar_question,NA,NA,2 不,NA,2 不,No,NA,No
8661,zhidao,/BJCMC/0303_LG.cha,investigator,"INV: 不知道诶,我看一下.",0 No,0 No,0 dropped,0 No,0 No,0 dropped,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
8662,zhidao,/BJCMC/0303_LG.cha,investigator,"INV: 嗯,不知道有没有肉吃,它在北极.",2 CP,,0 dropped,2 CP,,0 dropped,0 declarative,1 polar_question,NA,NA,0 declarative,1 polar_question,NA,NA,2 不,NA,2 不,No,NA,No
8663,zhidao,/BJCMC/0303_LG.cha,investigator,INV: 不知道它在吃什么.,2 CP,,0 dropped,2 CP,,0 dropped,0 declarative,2 wh_question,NA,NA,0 declarative,2 wh_question,NA,NA,2 不,NA,2 不,No,NA,No
8664,zhidao,/BJCMC/0306_MM.cha,investigator,INV: 你知道降落伞是拿来干嘛的吗?,2 CP,,2 second_person,2 CP,,1 first_person,1 polar_question,2 wh_question,NA,NA,1 polar_question,2 wh_question,NA,NA,0 no negation,NA,0 no negation,Yes,NA,Yes
8665,zhidao,/BJCMC/0306_MM.cha,investigator,INV: 不知道.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
8666,zhidao,/BJCMC/0306_MM.cha,investigator,INV: 你知道些什么花呀?,2 CP,,2 second_person,2 CP,,1 first_person,1 polar_question,2 wh_question,NA,NA,2 wh_question,,NA,NA,0 no negation,NA,0 no negation,No,NA,No
8667,zhidao,/BJCMC/0306_MM.cha,investigator,INV: <<你知道>[/]你知道蜘蛛侠吗?,0 No,0 No,2 second_person,0 No,0 No,2 second_person,,,NA,NA,,,NA,NA,0 no negation,NA,0 no negation,No,NA,No
8667_b,zhidao,/BJCMC/0306_MM.cha,investigator,INV: <<你知道>[/]你知道蜘蛛侠吗?,2 CP,,2 second_person,0 No,2 NP,2 second_person,1 polar_question,,NA,NA,1 polar_question,,NA,NA,0 no negation,NA,0 no negation,Yes,NA,Yes
8668,zhidao,/BJCMC/0306_NW.cha,investigator,INV: 你咋知道?,0 No,0 No,2 second_person,0 No,0 No,2 second_person,3 how/why,,NA,NA,3 how/why,,NA,NA,0 no negation,NA,0 no negation,No,NA,No
8669,zhidao,/BJCMC/0306_NW.cha,investigator,INV: 你咋知道有点坏?,1 Adj,1 Adj,2 second_person,0 No,0 No,2 second_person,3 how/why,0 declarative,NA,NA,3 how/why,0 declarative,NA,NA,0 no negation,NA,0 no negation,No,NA,No
8670,zhidao,/BJCMC/0306_NW.cha,investigator,"INV: 你没吃过,你怎么知道它辣?",2 CP,,2 second_person,2 CP,,2 second_person,3 how/why,0 declarative,NA,NA,3 how/why,0 declarative,NA,NA,0 no negation,NA,0 no negation,No,NA,No
8671,zhidao,/BJCMC/0306_NW.cha,investigator,"INV: 这么多,那你不知道你吃什么好吃的.",2 CP,,2 second_person,2 CP,,2 second_person,0 declarative,2 wh_question,NA,NA,0 declarative,2 wh_question,NA,NA,2 不,NA,2 不,No,NA,No
8672,zhidao,/BJCMC/0306_NW.cha,investigator,INV: 不知道门自己开了嗯.,2 CP,,0 dropped,2 CP,,0 dropped,0 declarative,0 declarative,NA,NA,0 declarative,0 declarative,NA,NA,2 不,NA,2 不,No,NA,No
8673,zhidao,/BJCMC/0306_NW.cha,investigator,"INV: 对,<这这这这>[/]这些图都是啥你<认(识)>[//]知道不?",0 No,0 No,0 dropped,0 No,0 No,0 dropped,4 tag_question,2 wh_question,NA,NA,4 tag_question,2 wh_question,NA,NA,0 no negation,NA,0 no negation,No,NA,No
8674,zhidao,/BJCMC/0306_TT.cha,investigator,"INV: 哦,知道了,我知道了&=laughs.",0 No,0 No,0 dropped,0 No,0 No,0 dropped,0 declarative,,NA,NA,0 declarative,,NA,NA,0 no negation,NA,0 no negation,No,NA,No
8674_b,zhidao,/BJCMC/0306_TT.cha,investigator,"INV: 哦,知道了,我知道了&=laughs.",0 No,0 No,1 first_person,0 No,0 No,1 first_person,0 declarative,,NA,NA,,,NA,NA,0 no negation,NA,0 no negation,No,NA,No
8675,zhidao,/BJCMC/0309_MD.cha,investigator,"INV: 啊,<好好好>[/]好,我知道了.",0 No,0 No,1 first_person,0 No,0 No,1 first_person,0 declarative,,NA,NA,0 declarative,,NA,NA,0 no negation,NA,0 no negation,No,NA,No
8676,zhidao,/BJCMC/0309_MD.cha,investigator,"INV: 好,我知道了.",0 No,0 No,1 first_person,0 No,0 No,1 first_person,0 declarative,,NA,NA,0 declarative,,NA,NA,0 no negation,NA,0 no negation,No,NA,No
8677,zhidao,/BJCMC/0309_XYE.cha,investigator,"INV: 哦,那怎么知道是谁的呢?",2 CP,,0 dropped,2 CP,,0 dropped,3 how/why,2 wh_question,NA,NA,3 how/why,2 wh_question,NA,NA,0 no negation,NA,0 no negation,No,NA,No
8678,zhidao,/BJCMC/0309_XYE.cha,investigator,"INV: 这个叫,不知道.",0 No,0 No,0 dropped,0 No,0 No,0 dropped,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
8679,zhidao,/BJCMC/0309_XYE.cha,investigator,"INV: 不知道,我也不知道这怎么玩.",0 No,0 No,0 dropped,0 No,0 No,0 dropped,0 declarative,,NA,NA,,,NA,NA,2 不,NA,2 不,No,NA,No
8679_b,zhidao,/BJCMC/0309_XYE.cha,investigator,"INV: 不知道,我也不知道这怎么玩.",2 CP,,1 first_person,2 CP,,1 first_person,0 declarative,2 wh_question,NA,NA,0 declarative,2 wh_question,NA,NA,2 不,NA,2 不,No,NA,No
8680,zhidao,/BJCMC/0309_YY.cha,investigator,INV: 你知道澳大利亚吗?,2 CP,,2 second_person,0 No,2 NP,2 second_person,1 polar_question,,NA,NA,1 polar_question,,NA,NA,0 no negation,NA,0 no negation,Yes,NA,Yes
8681,zhidao,/BJCMC/0400_DD.cha,investigator,"INV: 哦,我知道好像[?]问题出在哪了.",2 CP,,1 first_person,2 CP,,1 first_person,0 declarative,2 wh_question,NA,NA,0 declarative,2 wh_question,NA,NA,0 no negation,NA,0 no negation,No,NA,No
8682,zhidao,/BJCMC/0400_DD.cha,investigator,"INV: 你知道它们都是干什么的吗,四号/.",2 CP,,2 second_person,2 CP,,2 second_person,1 polar_question,2 wh_question,NA,NA,1 polar_question,2 wh_question,NA,NA,0 no negation,NA,0 no negation,Yes,NA,Yes
8683,zhidao,/BJCMC/0400_DD.cha,investigator,INV: 不知道.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
8684,zhidao,/BJCMC/0400_DD.cha,investigator,"INV: 嗯,不知道呀.",0 No,0 No,0 dropped,0 No,0 No,0 dropped,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
8685,zhidao,/BJCMC/0400_XL.cha,investigator,"INV: 哦,我知道这是什么了.",2 CP,,1 first_person,2 CP,,1 first_person,0 declarative,2 wh_question,NA,NA,0 declarative,2 wh_question,NA,NA,0 no negation,NA,0 no negation,No,NA,No
8686,zhidao,/BJCMC/0400_XL.cha,investigator,"INV: 哦,那你知道这里面是什么恐龙吗&=points:toy?",2 CP,,1 first_person,2 CP,,2 second_person,1 polar_question,2 wh_question,NA,NA,1 polar_question,2 wh_question,NA,NA,0 no negation,NA,0 no negation,Yes,NA,Yes
8687,zhidao,/BJCMC/0400_XL.cha,investigator,"INV: 是呀,不知道是什么呢?",2 CP,,2 second_person,2 CP,,0 dropped,1 polar_question,2 wh_question,NA,NA,1 polar_question,2 wh_question,NA,NA,2 不,NA,2 不,No,NA,No
8688,zhidao,/BJCMC/0400_ZZ.cha,investigator,"INV: 啊,你还知道/.",0 No,0 No,0 dropped,0 No,0 No,2 second_person,0 declarative,,NA,NA,0 declarative,,NA,NA,0 no negation,NA,0 no negation,No,NA,No
8689,zhidao,/BJCMC/0403_AA.cha,investigator,INV: 那你的衣服谁买的你都不知道.,0 No,0 No,2 second_person,0 No,0 No,2 second_person,0 declarative,2 wh_question,NA,NA,0 declarative,2 wh_question,NA,NA,2 不,NA,2 不,No,NA,No
8690,zhidao,/BJCMC/0403_AA.cha,investigator,"INV: 哦,不知道从哪买.",2 CP,,2 second_person,2 CP,,0 dropped,0 declarative,2 wh_question,NA,NA,0 declarative,2 wh_question,NA,NA,2 不,NA,2 不,No,NA,No
8691,zhidao,/BJCMC/0403_AA.cha,investigator,INV: <啊你怎么知道它还记着呢.,2 CP,,0 dropped,2 CP,,2 second_person,3 how/why,0 declarative,NA,NA,3 how/why,0 declarative,NA,NA,0 no negation,NA,0 no negation,No,NA,No
8692,zhidao,/BJCMC/0403_AA.cha,investigator,"INV: 哦,差点,你怎么知道.",0 No,0 No,2 second_person,0 No,0 No,2 second_person,3 how/why,,NA,NA,3 how/why,,NA,NA,0 no negation,NA,0 no negation,No,NA,No
8693,zhidao,/BJCMC/0403_TT.cha,investigator,INV: 我知道它为什么撅屁股了.,2 CP,,1 first_person,2 CP,,1 first_person,0 declarative,2 wh_question,NA,NA,0 declarative,2 wh_question,NA,NA,0 no negation,NA,0 no negation,No,NA,No
8694,zhidao,/BJCMC/0403_WW.cha,investigator,INV: 哇这里面的东西你都知道吗?,0 No,0 No,2 second_person,0 No,0 No,2 second_person,1 polar_question,,NA,NA,1 polar_question,,NA,NA,0 no negation,NA,0 no negation,Yes,NA,Yes
8695,zhidao,/BJCMC/0403_WW.cha,investigator,"INV: 啊,你知道这是什么恐龙吗&=holds:toy?",2 CP,,2 second_person,2 CP,,2 second_person,1 polar_question,2 wh_question,NA,NA,1 polar_question,2 wh_question,NA,NA,0 no negation,NA,0 no negation,Yes,NA,Yes
8696,zhidao,/BJCMC/0403_WW.cha,investigator,INV: 不知道&=laughs.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
8697,zhidao,/BJCMC/0403_WW.cha,investigator,INV: 我也不知道.,0 No,0 No,1 first_person,0 No,0 No,1 first_person,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
8698,zhidao,/BJCMC/0406_AA.cha,investigator,"INV: 哦,这个故事你知道吗?",0 No,0 No,2 second_person,0 No,0 No,2 second_person,1 polar_question,,NA,NA,4 tag_question,,NA,NA,0 no negation,NA,0 no negation,Yes,NA,Yes
8699,zhidao,/BJCMC/0406_AA.cha,investigator,"INV: 这是什么,你知道吗?",0 No,0 No,2 second_person,0 No,0 No,2 second_person,4 tag_question,2 wh_question,NA,NA,4 tag_question,2 wh_question,NA,NA,0 no negation,NA,0 no negation,Yes,NA,No
8700,zhidao,/BJCMC/0406_AA.cha,investigator,INV: 哦那这个故事你知道吗?,0 No,0 No,2 second_person,0 No,0 No,2 second_person,1 polar_question,,NA,NA,4 tag_question,,NA,NA,0 no negation,NA,0 no negation,Yes,NA,Yes
8701,zhidao,/BJCMC/0406_AA.cha,investigator,INV: 你知道昨天是什么节日吗?,2 CP,,2 second_person,2 CP,,2 second_person,1 polar_question,2 wh_question,NA,NA,1 polar_question,2 wh_question,NA,NA,0 no negation,NA,0 no negation,Yes,NA,Yes
8702,zhidao,/BJCMC/0406_AA.cha,investigator,INV: 你知道端午节要干嘛么?,2 CP,,2 second_person,2 CP,,2 second_person,1 polar_question,2 wh_question,NA,NA,1 polar_question,2 wh_question,NA,NA,0 no negation,NA,0 no negation,Yes,NA,Yes
8703,zhidao,/BJCMC/0406_DD.cha,investigator,INV: 不知道了.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
8704,zhidao,/BJCMC/0406_DD.cha,investigator,INV: 不知道.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
8705,zhidao,/BJCMC/0406_DD.cha,investigator,INV: 不知道&=nods.,0 No,0 No,0 dropped,0 No,0 No,0 dropped,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
8706,zhidao,/BJCMC/0406_DD.cha,investigator,INV: 我也不知道.,0 No,0 No,1 first_person,0 No,0 No,1 first_person,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
8707,zhidao,/BJCMC/0406_DD.cha,investigator,INV: 我要看了图片才知道怎么拼.,2 CP,,0 dropped,2 CP,,0 dropped,0 declarative,2 wh_question,NA,NA,0 declarative,2 wh_question,NA,NA,0 no negation,NA,0 no negation,No,NA,No
8708,zhidao,/BJCMC/0406_XB.cha,investigator,INV: 我也不知道.,0 No,0 No,1 first_person,0 No,0 No,1 first_person,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
8709,zhidao,/BJCMC/0406_XB.cha,investigator,INV: 你知道吗&=points:book?,0 No,0 No,2 second_person,0 No,0 No,2 second_person,1 polar_question,,NA,NA,1 polar_question,,NA,NA,0 no negation,NA,0 no negation,No,NA,Yes
8710,zhidao,/BJCMC/0409_HH.cha,investigator,"INV: 哦,你怎么知道它是小猪?",2 CP,,2 second_person,2 CP,,2 second_person,3 how/why,0 declarative,NA,NA,3 how/why,0 declarative,NA,NA,0 no negation,NA,0 no negation,No,NA,No
8711,zhidao,/BJCMC/0409_HH.cha,investigator,INV: 你不知道什么时候.,2 CP,,2 second_person,2 CP,,2 second_person,0 declarative,2 wh_question,NA,NA,0 declarative,2 wh_question,NA,NA,2 不,NA,2 不,No,NA,No
8712,zhidao,/BJCMC/0409_HH.cha,investigator,INV: 那你怎么知道我说没说完?,2 CP,,2 second_person,2 CP,,2 second_person,3 how/why,1 polar_question,NA,NA,3 how/why,1 polar_question,NA,NA,0 no negation,NA,0 no negation,No,NA,No
8713,zhidao,/BJCMC/0409_HH.cha,investigator,INV: 不知道哪儿来那么多玩具是吗&=laughs?,2 CP,,0 dropped,2 CP,,0 dropped,1 polar_question,2 wh_question,NA,NA,4 tag_question,2 wh_question,NA,NA,2 不,NA,2 不,No,NA,No
8714,zhidao,/BJCMC/0409_HH.cha,investigator,INV: 我不知道怎么画.,2 CP,,1 first_person,2 CP,,1 first_person,0 declarative,2 wh_question,NA,NA,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
8715,zhidao,/BJCMC/0409_HH.cha,investigator,INV: 我不知道怎么画.,2 CP,,1 first_person,2 CP,,1 first_person,0 declarative,2 wh_question,NA,NA,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
8716,zhidao,/BJCMC/0409_HH.cha,investigator,INV: 我不知道你[/]你哪有黑纸.,2 CP,,1 first_person,2 CP,,1 first_person,0 declarative,2 wh_question,NA,NA,0 declarative,2 wh_question,NA,NA,2 不,NA,2 不,No,NA,No
8717,zhidao,/BJCMC/0409_KL.cha,investigator,INV: 我知道这本来流血了&=points:drawing.,2 CP,,1 first_person,2 CP,,1 first_person,0 declarative,0 declarative,NA,NA,0 declarative,0 declarative,NA,NA,0 no negation,NA,0 no negation,No,NA,No
8718,zhidao,/BJCMC/0409_KL.cha,investigator,INV2: 你怎么知道?,0 No,0 No,2 second_person,0 No,0 No,2 second_person,3 how/why,,NA,NA,3 how/why,,NA,NA,0 no negation,NA,0 no negation,No,NA,No
8719,zhidao,/BJCMC/0409_SS.cha,investigator,"INV: 不知道,哪[/]哪两个字啊?",0 No,0 No,0 dropped,0 No,0 No,0 dropped,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
8720,zhidao,/BJCMC/0409_SS.cha,investigator,"INV: 啊[/]啊,好,我知道了,看见了.",0 No,0 No,1 first_person,0 No,0 No,1 first_person,0 declarative,,NA,NA,0 declarative,,NA,NA,0 no negation,NA,0 no negation,No,NA,No
8721,zhidao,/BJCMC/0409_SS.cha,investigator,"INV: 中班[/]中班啊,中班干啥你也不知道是吧?",2 CP,,2 second_person,2 CP,,2 second_person,4 tag_question,2 wh_question,NA,NA,4 tag_question,2 wh_question,NA,NA,2 不,NA,2 不,No,NA,No
8722,zhidao,/BJCMC/0500_BB.cha,investigator,INV: 那你知道麻将怎么赢吗?,2 CP,,2 second_person,2 CP,,2 second_person,1 polar_question,2 wh_question,NA,NA,1 polar_question,2 wh_question,NA,NA,0 no negation,NA,0 no negation,Yes,NA,Yes
8723,zhidao,/BJCMC/0500_TT.cha,investigator,INV: 我也不知道为什么.,2 CP,,1 first_person,2 CP,,1 first_person,0 declarative,2 wh_question,NA,NA,0 declarative,2 wh_question,NA,NA,2 不,NA,2 不,No,NA,No
8724,zhidao,/BJCMC/0500_TT.cha,investigator,"INV: 嗯,我也不知道.",0 No,0 No,1 first_person,0 No,0 No,1 first_person,0 declarative,,NA,NA,0 declarative,,NA,NA,2 不,NA,2 不,No,NA,No
8725,zhidao,/BJCMC/0500_XY.cha,investigator,INV: 你知道它为什么叫天空之城吗?,2 CP,,2 second_person,2 CP,,2 second_person,1 polar_question,2 wh_question,NA,NA,1 polar_question,2 wh_question,NA,NA,0 no negation,NA,0 no negation,Yes,NA,Yes
8726,zhidao,/BJCMC/0500_XY.cha,investigator,"INV: 哦,那这个故事是你就是看书知道的.",0 No,0 No,0 dropped,0 No,4 RC的,0 dropped,0 declarative,,NA,NA,0 declarative,0 declarative,NA,NA,0 no negation,NA,0 no negation,No,NA,No
8727,zhidao,/BJCMC/0500_YD.cha,investigator,INV: 我就知道了.,0 No,0 No,1 first_person,0 No,0 No,1 first_person,0 declarative,,NA,NA,0 declarative,,NA,NA,0 no negation,NA,0 no negation,No,NA,No
