id,file_name,age,speaker,sentence,subject,embedded_subject,sentence_type,embedded_type,adverb,modal,embedded_modal,negation,embedded_negation,aspect,embedded_aspect,tense,in_context,where_context,translation,contrast,where_contrast
297,BJCMC/0606_LL,,investigator,"INV: 这是谁写的呀?
INV: 哦在这儿呢.
INV: 哦,我...我...我还以为是那种很大一个 (making gestures).
INV: 就跟我...我拿的那个...那套书一样.
INV: 那个可能跟这个挺像的.
INV: 可能你也会喜欢看.
INV: 嗯,那,最近你还看有什么别的书吗?
INV: 或者说我们可以说一下这个周末.",first_person,dropped,declarative,declarative,还,no,是,no,no,no,no,no,no,no,"investigator: Who wrote this?
investigator: Oh, it is here.
investigator: Oh, I…I…I incorrectly thought it was like the big one (making gestures).
investigator: Just like that…that series of books I…I took.
investigator: That looks probably similar to this one.
investigator: Maybe you will also like reading it.
investigator: Hmm, then, what other books did you read recently?
investigator: Or we can talk about this weekend.",no,no
298,BJCMC/0606_YY,,child,"CHI: 这就是他们蛀牙虫的家.
CHI: 你看.
CHI: 说他吃进一块奶酪,还有...
CHI: 不对,他[/]他吃进一块巧克力.
CHI: 然后他们也[/]也很xxx.
CHI: 然后他以为是一块糖果&=points:book.
CHI: 但结果是面包.
CHI: 然后他晕了.
CHI: 嗯,这就是他[//]底下一排牙齿的家&=points:book.
CHI: 就长这样.",third_person,dropped,declarative,declarative,no,no,是,no,,no,no,no,p_alt,after,,no,no
299,BJCMC/0609_BB,,investigator,"CHI: 就是(.)开开这个门&=points:painting.
INV: 啊.
CHI: 然后...然后,把一些玩具当点心.
CHI: 然后...
INV: 哦,我还以为卖真的点心.
CHI: 然后, 就是,一般都是在,爸爸、妈妈不工作的时候开始营业.
INV: 啊.
CHI: 对.
INV: 这个因...因为只有两个顾客是吧?
CHI: 不是,是因为怕打扰他们.",first_person,dropped,declarative,declarative,还,no,是,no,no,no,no,no,p_alt,before,"child: It was… open this door (pointing at the painting).
investigator: Ah.
child: Then…then using some toys as snacks.
child: Then…
investigator: Oh, I incorrectly thought (you) sold real snacks.
child: Then, usually (it) is open when mom and dad are not working.
investigator: Ah.
child: Yeah.
investigator: This is be…because there are only two costumors, right?
child: No, it is because (I) don’t want to disturb them.",no,no
300,BJCMC/0609_BB,,investigator,"CHI: 对,我粘的就是xxx纸.
INV: 你这戴的是什么东西?
INV: xxx (pointing at the child’s clothes).
CHI: 防蚊贴 (touching clothes).
INV: 哦...哦,防蚊贴,哦.
INV: 我还以为...
INV: 啊,背...背上也有一个.
INV: 我还以为是什么拿到的奖励.
INV: 那,呃,你呃,那你们开学有一个月了吧.
CHI: 嗯.
INV: 差不多了.",first_person,unclear,declarative,dropped,还,no,no,no,no,no,no,no,no,no,"child: Yeah, what I sticked is xxx paper.
investigator: What are you wearing here?
investigator: This xxx (pointing at the child’s clothes).
child: The mosquito repellent patch (touching clothes).
investigator: Oh, oh the mosquito repellent patch oh.
investigator: I incorrectly thought …
investigator: Ah, there is another one on the ba...back.
investigator: I incorrectly thought (it) was some kind of reward.
investigator: Then, eh, you, eh, the school started for a month right?
child: Yeah.
investigator: Almost.",no,no
301,BJCMC/0609_BB,,investigator,"CHI: 对,我粘的就是xxx纸.
INV: 你这戴的是什么东西?
INV: xxx (pointing at the child’s clothes).
CHI: 防蚊贴 (touching clothes).
INV: 哦...哦,防蚊贴,哦.
INV: 我还以为...
INV: 啊,背...背上也有一个.
INV: 我还以为是什么拿到的奖励.
INV: 那,呃,你呃,那你们开学有一个月了吧.
CHI: 嗯.
INV: 差不多了.",first_person,dropped,declarative,declarative,还,no,是,no,no,no,no,no,p_alt,before,"child: Yeah, what I sticked is xxx paper.
investigator: What are you wearing here?
investigator: This xxx (pointing at the child’s clothes).
child: The mosquito repellent patch (touching clothes).
investigator: Oh, oh the mosquito repellent patch oh.
investigator: I incorrectly thought …
investigator: Ah, there is another one on the ba...back.
investigator: I incorrectly thought (it) was some kind of reward.
investigator: Then, eh, you, eh, the school started for a month right?
child: Yeah.
investigator: Almost.",no,no
302,BJCMC/0609_YE,,investigator,"INV: 哦,人掉了.
CHI: 人.
MOT: 那个胶可能不太牢.
INV: 它怎么是个紫色的耳朵 (pointing at the painting)?
CHI: 紫色的头发.
INV: (笑).
INV: 我还以为它是兔子呢.
MOT: 你得...你得告诉姐姐,这是我画画的特点.
INV: 嗯.
MOT 一画人就要画个大长辫子.
INV: 嗯.
INV: 是因为你也喜欢扎两个辫吗?",first_person,third_person,declarative,declarative,还,no,no,no,no,no,no,no,p_alt,before,"investigator: Oh, the person fell.
child: Person.
mother: That glue might not be very strong.
investigator: Why does it have purple ears (pointing at the painting)?
child: Purple hair.
investigator: (laugh).
investigator: I incorrectly thought it was a rabbit.
mother: You should…you should tell sister (the investigator), this is my drawing style.
investigator: Yeah.
mother: Whenever (you) draw, you will draw two long braids.
investigator: Yeah.
investigator: Is it because you also like having two braids?",no,no
303,BJCMC/0609_YE,,investigator,"CHI: 画的形状都很像哟 (手指着画).
INV: 这是什么? (手指着画).
CHI: 这是鸟.
INV: 这鸟.
INV: 哦,我以为是人呢.
INV: 啊.
CHI: 这我画的小鱼和水.",first_person,dropped,declarative,declarative,no,no,no,no,no,no,no,no,p_alt,before,"child: The shapes you drew all look very similar. (pointing to the painting)
investigator: What is this? (pointing to the painting)
child: This is a bird.
investigator: This bird.
investigator: Oh, I thought it was a person.
investigator: Ah.
child: This is the little fish and water I drew.",no,no
304,BJCMC/0609_YE,,investigator,"INV: 呃.
CHI: 咋啦?
INV: 这个好像掉了.
INV: 小珠子.
INV: 太漂亮了.
INV: 我还以为是买的.
INV: 但是是自己做的.
INV: 哎,还有这个(pointing at the toy).
CHI: 嗯.
INV: 这是谁?
CHI: (said simultanesouly) xxx戒指.
CHI: 叶罗丽 (holding the toy).",first_person,dropped,declarative,declarative,还,no,是,no,no,no,no,no,p_alt,after,"investigator: Eh.
child: What’s wrong?
investigator: This probably fell off.
investigator: The small beads.
investigator: So pretty.
investigator: I incorrectly thought (it) was purchased.
investigator: But (it) was actually made by you.
investigator: Ah, also this one (pointing at the toy).
child: Yeah.
investigator: Who is this?
child: xxx ring.
child: Ye loli (holding the toy).",no,no
305,NSCtoys/3-6/c07_1,,child,CHI: 他就以為那是船.,third_person,third_person,declarative,declarative,就,no,no,no,,no,no,no,no,no,,,
306,/NSCtoys/3-6/c18_3,,child,CHI: 我以為是在<這>[>]/.,first_person,dropped,declarative,declarative,no,no,是,no,,no,no,no,p_alt,before,,,
307,/NSCtoys/5-6_2/b03_2,,father,"FAT: <那是不是裝>[/]那是不是裝血管上去的啊.
CHI: 欸快一點.
FAT: 幹嘛我剪你嗎?
CHI: 開刀他.
FAT: 開刀割半切啊.
FAT: 你以為你在切牛排嗎?
CHI: &=laughs.
FAT: 亂切什麼.
FAT: 你以為你是切牛排嗎?
CHI: 夾唉唷他怎麼吃這個東西啊.
FAT: 那是蓋子那是藥的蓋子.",second_person,second_person,polar,declarative,no,no,no,no,no,no,在,no,against what happened,before,"father: Isn’t that for installing the blood vessel?
child: Ah, hurry up.
father: What? Me cutting you?
child: He (?) cut it open.
father: Cut it open in half.
father: You falsely thought you were cutting the steak?
child: laugh.
father: Why are you cutting randomly?
father: You falsely thought you were cutting the steak?
child: Pick (it). Ah oh, why does he eat this thing?
father: That is a box. That is the box for the medicine.",no,no
308,/NSCtoys/5-6_2/b03_2,,father,"FAT: <那是不是裝>[/]那是不是裝血管上去的啊.
CHI: 欸快一點.
FAT: 幹嘛我剪你嗎?
CHI: 開刀他.
FAT: 開刀割半切啊.
FAT: 你以為你在切牛排嗎?
CHI: &=laughs.
FAT: 亂切什麼.
FAT: 你以為你是切牛排嗎?
CHI: 夾唉唷他怎麼吃這個東西啊.
FAT: 那是蓋子那是藥的蓋子.",second_person,second_person,polar,declarative,no,no,是,no,no,no,no,no,against what happened,before,"father: Isn’t that for installing the blood vessel?
child: Ah, hurry up.
father: What? Me cutting you?
child: He (?) cut it open.
father: Cut it open in half.
father: You falsely thought you were cutting the steak?
child: laugh.
father: Why are you cutting randomly?
father: You falsely thought you were cutting the steak?
child: Pick (it). Ah oh, why does he eat this thing?
father: That is a box. That is the box for the medicine.",no,no
309,NSCtoys/5-6_2/b16_2,,mother,"MOT: 那上面平平的呢?
MOT: 屋頂(..)是嗎?
CHI: 這個是...
MOT: 那不是煙囪嗎?
CHI: 呃...
MOT: 我還以為你要說太陽能板呢.
MOT: 嗯哼平平的.
CHI: 嗯哼.
MOT: 那樣子.
MOT: 喔煙囪方方的是不是?",first_person,second_person,declarative,declarative,还,no,要,no,no,no,no,no,p_alt,before,"mother: The flat surface on top?
mother: Is it a roof?
child: That is…
mother: Isn’t that chimney?
child: Eh…
mother: I falsely thought you would say (it’s) a solar panel.
mother: Yeah flat.
child: Yeah.
mother: I see.
mother: Oh, the chimney is square-shaped, right?",no,no
310,NSCtoys/5-6_2/b16_2,,mother,"CHI: <垃圾會到>[/](...)垃圾會到(..)這裡.
MOT: 為什麽?
CHI: <這裡綠色這一片>[>].
MOT: <為什麽垃圾到這裡>[<]?
MOT: 這一片垃圾弄到這裡.
MOT: 你以為那是<那個>[/]<那個>[//]像那個動物園那個焚化爐的煙囪嗎?
MOT: 那是<那個焚>[//]那個讓他燒的嗎?
CHI: <這個是>[//]垃圾到這邊過去.
MOT: 喔到這邊過去喔.",second_person,third_person,polar,declarative,no,no,no,no,no,no,no,no,no,no,,,
311,NSCtoys/5-6_2/b16_2,,mother,"MOT: 你收.
MOT: 看你怎麽收.
MOT: 收整齊喔.
CHI: 好.
MOT: 好.
MOT: 我以為是你上次做的<那個>[/](..)那個廟.
MOT: 你上次不是做一個(.)長那樣子(.)他看起來就很像廟的東西.
MOT: 你要分顔色哦.",first_person,dropped,declarative,declarative,no,no,是,no,no,no,no,no,no,no,,,
312,NSCtoys/5-6_2/b24_2,,mother,"MOT: 好.
MOT: 那拱門裡面是什麼?
CHI: 拱門裡面喔.
MOT: 是什麼?
CHI: 我<找不到>[=找到不].
MOT: 你知道如果拱門你沒講好會被人家誤會以為你講什麼嗎?
CHI: 狗門.
MOT: 狗門是什麼意思?
CHI: 就狗的門.
MOT: &=laughs.
MOT: 所以我們發音是不是要正確.",dropped,second_person,wh_question,declarative,no,no,no,no,no,no,no,no,p_alt,before,,,
313,NSCtoys/4/a07_1,,child,CHI: 我只是以為蓋好了但還沒好.,first_person,dropped,declarative,declarative,只是,no,no,no,no,no,了,no,not_p,after,,,
314,NSCtoys/4/a35_2,,mother,"CHI: 收!
MOT: 這個沒蓋好.
MOT: 幫你吃最後一次藥.
CHI: &=laughs.
CHI: 啊!
MOT: 你以為是飲料喔[=!laughs]?
CHI: 對啊.
CHI: 飲料!
CHI: 對啊.
CHI: 是飲料耶!",second_person,dropped,declarative,declarative,no,no,是,no,no,no,no,no,p_alt,before,"child: Put away! (the toys)
mother: This is not properly closed.
mother: Help you have the medicine one last time.
child: Laugh.
child: Ah!
mother: You falsely thought it was a beverage?
child: Yeah!
child: Beverage!
child: Yeah!
child: It is a beverage!",,
315,NSCtoys/4-6_1/f09_3,,mother,"MOT: 為什麼他要看他?
CHI: 我不知道.
MOT: 你不知道你覺得呢?
CHI: 我就我就不想說.
MOT: 你就不想說喔.
MOT: 可是我不知道他想做什麼我以為你知道你可以告訴我.
MOT: 我們又完成了一隻什麼?
CHI: 欸狗狗還沒完.
MOT: 喔好.",first_person,second_person,declarative,declarative,no,no,no,no,no,no,no,no,not_p,before,,,
316,NSCtoys/4-6_2/a29_1,,mother,"CHI: <對啦>[>].
MOT: <是不是>[<]?
MOT: 這樣看我一樣是正方形對不對?
MOT: 對啊.
CHI: 對.
MOT: 你剛剛是這樣看以為他是正方形.
MOT: 正方形是這個這個是長方形.
CHI: 我知道啊.",dropped,third_person,declarative,declarative,no,no,no,no,no,no,no,no,p_alt,after,,,
